,Emotion,Phase,sentiment
298,shame,"When I made the same mistake that I had accused someone else of, and  
this was obvious to a third pereson.",0.0
299,guilt,When I lost something that was valuable to my sister.,0.0
300,joy,When my son was born.,0.0
301,fear,"When I nearly drowned in icy water wearing ice skates.  It was  
difficult to get out.",-0.2333333333333333
302,anger,"When I was pointed out as a problem child in primary school and  
my mother took the teacher's point of view.",0.4
303,sadness,When I was accused of neglecting work for the wrong reasons.,-0.5
304,disgust,"My parents attitude towards each other when they should become  
reconciled, despite my father's long-time addiction.",-0.125
305,shame,When I was caught stealing money from my father.,0.0
306,guilt,"I stole a coconut cake from a reception table and when I put  
in my mouth I realized that the host was watching me.",0.0
307,joy,"When after 10 months of national service I was ""downgraded"" and  
did not have to do the remaining 5 months.",0.0
308,fear,"When I was reprimanded by the manager of the hotel where I  
worked during Autumn 1984.",0.0
309,anger,"When my parents drove me to a nearby place and went home  
immediately instead of waiting a few hours.  They could have  
easily waited.",0.11666666666666667
310,sadness,"When my ex-girlfriend and I discovered that there was a certain risk  
of her being pregnant.",0.2738095238095238
311,disgust,"When I was about to clean the draining board and saw it looked  
underneath the sink (I live in a students hostel).",0.2515151515151515
312,shame,When my mother caught me masturbating.,0.0
313,guilt,"As the only person in my family into academics, I ought to have  
looked after my younger (and only) sister better, with respect to  
her education and life experiences.",0.125
314,joy,"When my older sister told us that she was thinking of joining the  
rest of the family for the winter sports holiday.",0.16666666666666666
315,fear,"Slept in a chapel and in the middle of the night I realized that  
there was someeone else in the chapel.  I never discovered who  
it was and why he was there.",0.0
316,anger,"When we were in high school a few guys sometimes provoked a  
friend of mine.  They called her a pig and then grunted.  This  
irritated most of the girls.  Once, one of the girls got angry at  
my friend and said something nasty and this made me terribly  
angry.",-0.25666666666666665
317,sadness,"I talked to my boyfriend on the phone when I was in high spirits  
and had a lot to tell him.  I had been looking forward to this  
conversation and he did not listen to me to the extent that I  
had anticipated.",0.16
318,disgust,A mother who shouts at her child for nothing.,0.0
319,shame,"When I complained to my mother about how untidy the kitchen  
loooked, she boxed my ears ( this had never happened before).",-0.3
320,guilt,"As I could not be home before midnight I called home at 11.30 and  
asked them to leave the door open so that I could get in.  I  
actually woke up the whole family by calling them so late.  My  
mother could not go back to sleep, besides she had a conference    
the next day and really needed to sleep.",0.01428571428571429
321,joy,When I got through the first day here at the department.,0.25
322,fear,"When I was cycling past a parked car someone opened the door and  
nearly pushed me off my bike and into the traffic.",-0.075
323,anger,"When my boyfriend sat up half the night playing computer games  
with a friend.",-0.16666666666666666
324,sadness,When I had to leave my mother and my sister after a week's visit.,0.0
325,disgust,When I saw a big spider from very close.,0.1
326,shame,"When I asked a friend to return the money that I had loaned her  
and then remembered that she had repayed me in several ways.",0.0
327,guilt,"When one of my parents insinuates something about the other  
(they are divorced).",-0.125
328,joy,When i was asked to be a child's godmother.,0.0
329,fear,On the way down a ski slope which was difficult and steep.,-0.3277777777777778
330,anger,When my mother interfered in my life.,0.0
331,sadness,"When I was left alone one week-end without being prepared for  
it.",0.0
332,disgust,"The first time that I saw a surgeon cut off a leg and put it in a  
black rubbish bag.",0.04166666666666667
333,shame,When I forgot about a meeting at work.,0.0
334,guilt,When I demand too much from my friends.,0.2
335,joy,"When my husband suddenly came to see me at my new job and  
brought some flowers and cake with him.",0.06818181818181818
336,fear,When I was nearly attackad by a man who had been chasing me.,0.1
337,anger,"When my father asked me if I was a communist, at the same time he  
made it clear that I should no longer see myself as his daughter.",0.05000000000000001
338,sadness,"When I applied for a job which I thought I had a good chance of  
getting, I was not even granted an interview and did not get the  
job.",0.7
339,disgust,T.V features showing the violation of defenceless people.,0.0
340,shame,"When I as a child of 9 or 10 I was playing doctor with the  
neighbours boys their mother caught us.",0.0
341,guilt,"When my husband talked about the restrictions he will have to  
accept in his life to make our marriage work.  I felt that it was  
directed at me as it was me who had demanded the changes.  We  
were with a marriage counsellor then.",0.0
342,joy,"When we were able to afford a new sofa - a leather one which cost  
SEK 20000.  I had waited for it for 2-3 years.",0.3181818181818182
343,fear,Vertigo - standing on a ladder and painting the house.,0.0
344,anger,"When my boss enrolled in a course to satisfy his own ends - to  
trample on his associates.  I have the misfortune to have one of  
my superiors in my course.",0.6
345,sadness,"When I argue with my mother about the way she treats her two  
children differently.",0.0
346,disgust,Spit and vomit.,0.0
347,shame,Spots on the seat covers of my husband's car.,0.0
348,guilt,"Not speaking to my sister-in-law due to lack of interest in a  
relationship on my side.",-0.125
349,joy,"When I recently managed to get my first consulting assignment  
""myself"" i.e on my own initiative.",0.2833333333333333
350,fear,"I was within a hair's breadth of knocking down a drunkard who  
suddenly ran into the street.  The fear came later when I      
realized what could have happened.",-0.051851851851851864
351,anger,"When my friend, as usual, forgot the tickets at home for a  
performance.  We missed it.",-0.25
352,sadness,"The elections of 1982 and 1985.  The thought of what a social  
democrat and communist majority could achieve, especially ""worker  
share"" funds and its extension.",0.016666666666666666
353,disgust,"A study visit to a chicken factory : the butchery, the smell,  
the environment and the noise.",-0.6
354,shame,Confession to my parents about my involvement in a moped theft.,0.0
355,guilt,"[ No answer as I see very little difference between shame and  
guilt.  Therefore see answer for ""shame"".]",-0.24375000000000002
356,joy,"When I was appointed to position of trust in a group set up to  
change the working environment.",0.0
357,fear,"I was alone in a cottage I often stay in.  I was woken up by a  
rustling sound in the middle of the night.",0.2
358,anger,"When I tried to explain to a plumber, face to face, that the  
toilet was broken and he did not believe it (it had been mended  
ten times).",-0.14444444444444446
